id,query,entity_type,query_category
1245,What is admission process at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,admission
1246,What is the admission process of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,admission
1247,What is requirements at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1248,What is the requirements of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1249,What is calendar at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1250,What is the calendar of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1251,What is opening times at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1252,What is the opening times of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1253,What is closing times at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1254,What is the closing times of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1255,What is weekend timings at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1256,What is the weekend timings of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1257,What is summer camp at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1258,What is the summer camp of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1259,What is winter camp at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1260,What is the winter camp of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1261,What is holiday programs at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,academic
1262,What is the holiday programs of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,academic
1263,What is international exchange at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1264,What is the international exchange of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1265,What is award winners at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1266,What is the award winners of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1267,What is tech programs at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,academic
1268,What is the tech programs of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,academic
1269,What is community service at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1270,What is the community service of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1271,What is placement services at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1272,What is the placement services of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1273,What is healthcare at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1274,What is the healthcare of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1275,What is emergency at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1276,What is the emergency of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1277,What is diet at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1278,What is the diet of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1279,What is meals at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1280,What is the meals of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1281,What is canteen at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1282,What is the canteen of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1283,What is nursery at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1284,What is the nursery of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1285,What is primary at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1286,What is the primary of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1287,What is secondary at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1288,What is the secondary of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1289,What is higher secondary at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1290,What is the higher secondary of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1291,What is postgraduate at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1292,What is the postgraduate of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1293,What is certificate at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1294,What is the certificate of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1295,What is diploma at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1296,What is the diploma of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1297,What is continuing education at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1298,What is the continuing education of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1299,What is special education at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1300,What is the special education of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1301,What is extracurricular at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1302,What is the extracurricular of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1303,What is sports at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1304,What is the sports of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1305,What is music at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1306,What is the music of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1307,What is art at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1308,What is the art of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1309,What is dance at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1310,What is the dance of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1311,What is mental wellness at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,spiritual
1312,What is the mental wellness of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,spiritual
1313,What is counseling at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1314,What is the counseling of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1315,What is address at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1316,What is the address of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1317,What is location at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1318,What is the location of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1319,What is phone number at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1320,What is the phone number of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1321,What is email at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1322,What is the email of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1323,What is website at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1324,What is the website of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1325,What is history at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1326,What is the history of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1327,What is mission at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1328,What is the mission of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1329,What is vision at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1330,What is the vision of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1331,What is director at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1332,What is the director of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1333,What is principal at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1334,What is the principal of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1335,What is student life at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1336,What is the student life of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1337,What is faculty at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1338,What is the faculty of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1339,What is staff at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1340,What is the staff of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1341,What is guidance at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1342,What is the guidance of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1343,What is security at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1344,What is the security of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1345,What is internet at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1346,What is the internet of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1347,What is WiFi at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1348,What is the WiFi of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1349,What is digital library at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1350,What is the digital library of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1351,What is events at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1352,What is the events of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1353,What is festivals at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1354,What is the festivals of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1355,What is celebrations at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1356,What is the celebrations of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1357,What is yoga at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1358,What is the yoga of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1359,What is meditation at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1360,What is the meditation of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1361,What is classroom at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1362,What is the classroom of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1363,What is laboratory at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1364,What is the laboratory of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1365,What is hostel at Heartfulness meditation center Kanha,heartfulness_kanha,facilities
1366,What is the hostel of Heartfulness meditation center Kanha,heartfulness_kanha,facilities
1367,What is gardens at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1368,What is the gardens of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1369,What is sustainability at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1370,What is the sustainability of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1371,What is organic farming at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1372,What is the organic farming of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1373,What is volunteering at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1374,What is the volunteering of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1375,What is workshops at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1376,What is the workshops of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1377,What is seminars at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1378,What is the seminars of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1379,What is retreats at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1380,What is the retreats of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1381,What is transport at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1382,What is the transport of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1383,What is bus routes at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1384,What is the bus routes of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1385,What is parking at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1386,What is the parking of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1387,What is scholarships at Heartfulness meditation center Kanha,heartfulness_kanha,financial
1388,What is the scholarships of Heartfulness meditation center Kanha,heartfulness_kanha,financial
1389,What is fees at Heartfulness meditation center Kanha,heartfulness_kanha,financial
1390,What is the fees of Heartfulness meditation center Kanha,heartfulness_kanha,financial
1391,What is admission process at Heartfulness meditation center Kanha,heartfulness_kanha,admission
1392,What is the admission process of Heartfulness meditation center Kanha,heartfulness_kanha,admission
1393,What is requirements at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1394,What is the requirements of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1395,What is calendar at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1396,What is the calendar of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1397,What is opening times at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1398,What is the opening times of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1399,What is closing times at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1400,What is the closing times of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1401,What is weekend timings at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1402,What is the weekend timings of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1403,What is summer camp at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1404,What is the summer camp of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1405,What is winter camp at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1406,What is the winter camp of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1407,What is holiday programs at Heartfulness meditation center Kanha,heartfulness_kanha,academic
1408,What is the holiday programs of Heartfulness meditation center Kanha,heartfulness_kanha,academic
1409,What is international exchange at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1410,What is the international exchange of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1411,What is award winners at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1412,What is the award winners of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1413,What is tech programs at Heartfulness meditation center Kanha,heartfulness_kanha,academic
1414,What is the tech programs of Heartfulness meditation center Kanha,heartfulness_kanha,academic
1415,What is community service at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1416,What is the community service of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1417,What is placement services at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1418,What is the placement services of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1419,What is healthcare at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1420,What is the healthcare of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1421,What is emergency at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1422,What is the emergency of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1423,What is diet at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1424,What is the diet of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1425,What is meals at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1426,What is the meals of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1427,What is canteen at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1428,What is the canteen of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1429,What is nursery at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1430,What is the nursery of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1431,What is primary at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1432,What is the primary of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1433,What is secondary at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1434,What is the secondary of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1435,What is higher secondary at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1436,What is the higher secondary of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1437,What is postgraduate at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1438,What is the postgraduate of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1439,What is certificate at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1440,What is the certificate of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1441,What is diploma at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1442,What is the diploma of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1443,What is continuing education at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1444,What is the continuing education of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1445,What is special education at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1446,What is the special education of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1447,What is extracurricular at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1448,What is the extracurricular of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1449,What is sports at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1450,What is the sports of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1451,What is music at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1452,What is the music of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1453,What is art at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1454,What is the art of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1455,What is dance at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1456,What is the dance of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1457,What is mental wellness at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1458,What is the mental wellness of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1459,What is counseling at Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1460,What is the counseling of Heartfulness meditation center Kanha,heartfulness_kanha,spiritual
1461,Where is address at Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1462,Where is the address of Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1463,Where is location at Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1464,Where is the location of Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1465,Where is phone number at Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1466,Where is the phone number of Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1467,Where is email at Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1468,Where is the email of Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1469,Where is website at Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1470,Where is the website of Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1471,Where is history at Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1472,Where is the history of Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1473,Where is mission at Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1474,Where is the mission of Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1475,Where is vision at Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1476,Where is the vision of Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1477,Where is director at Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1478,Where is the director of Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1479,Where is principal at Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1480,Where is the principal of Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1481,Where is student life at Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1482,Where is the student life of Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1483,Where is faculty at Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1484,Where is the faculty of Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1485,Where is staff at Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1486,Where is the staff of Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1487,Where is guidance at Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1488,Where is the guidance of Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1489,Where is security at Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1490,Where is the security of Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1491,Where is internet at Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1492,Where is the internet of Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1493,Where is WiFi at Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1494,Where is the WiFi of Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1495,Where is digital library at Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1496,Where is the digital library of Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1497,Where is events at Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1498,Where is the events of Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1499,Where is festivals at Heartfulness learning centre Kanha campus,heartfulness_kanha,information
1500,Where is the festivals of Heartfulness learning centre Kanha campus,heartfulness_kanha,information
